query	entity	predicate	sparql_query
Who did Daniel Gibson marry?	Daniel_Gibson	spouse	0.5492850626929531	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Daniel_Gibson>  . }
Name the team manger of Middlebrough F.C season 2006-07 ?	Manger	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2006–07_Middlesbrough_F.C._season> <http://dbpedia.org/ontology/manager> ?uri } 
Which companies were behind the renovation of McKechnie Field ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/McKechnie_Field> <http://dbpedia.org/property/architect> ?uri } 
Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?	Basketball	first	0.660270074985968	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2012–13_Marquette_Golden_Eagles_men's_basketball_team> <http://dbpedia.org/ontology/coach> ?uri } 
List the ingredient of Blodpalt ?	Blodpalt	ingredient	0.9999999999999999	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Blodpalt> <http://dbpedia.org/ontology/ingredient> ?uri } 
Who composed the music for Tonight's the Night ?	The_Tonight_Show	genre	0.5339869606350238	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tonight's_the_Night_(2003_musical)> <http://dbpedia.org/property/music> ?uri } 
Name the source of Raa ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Raša_(river)> <http://dbpedia.org/ontology/source> ?uri } 
Who is the producer of  Frampton's Camel ?	Record_producer	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Frampton's_Camel> <http://dbpedia.org/property/producer> ?uri } 
Name the directors of Lennon Legend: The Very Best of John Lennon (DVD) ?	Lennon_Legend:_The_Very_Best_of_John_Lennon	name	0.6214198142498423	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lennon_Legend:_The_Very_Best_of_John_Lennon_(DVD)> <http://dbpedia.org/ontology/director> ?uri } 
To which country is Svetlana Navasardyan from?	Svetlana_Navasardyan	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Svetlana_Navasardyan> <http://dbpedia.org/property/origin> ?uri } 
Who is the owner of  Chelsea F.C. ?	Yorkshire_Carnegie	position	0.48254203488046865	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chelsea_F.C.> <http://dbpedia.org/property/owner> ?uri } 
In which country is Sierra del Merendin?			-inf	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sierra_del_Merendón> <http://dbpedia.org/ontology/country> ?uri  . }
Which is the university of Vanderbilt Commodores ?	Vanderbilt_Commodores_football	location	0.41550204219129666	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Vanderbilt_Commodores> <http://dbpedia.org/ontology/university> ?uri } 
Where was  William Anthony  trained ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/William_Anthony_(artist)> <http://dbpedia.org/ontology/training> ?uri } 
What is the municipality of Homestead Grays Bridge ?	Homestead_Grays_Bridge	municipality	0.9999999999999999	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Homestead_Grays_Bridge> <http://dbpedia.org/ontology/municipality> ?uri } 
Who is the narrator of The Incredible Hulk , 1982 TV series ?	Hulk_in_other_media	tv	0.7071197875688762	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series)> <http://dbpedia.org/property/narrated> ?uri } 
What is the content licence of MSX BASIC ?	MSX_BASIC	license	0.789530120971911	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/MSX_BASIC> <http://dbpedia.org/property/license> ?uri } 
What are the central characters in spy kids series?			-inf	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Spy_Kids_(franchise)>  . }
who owns the ship Victoria?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Victoria_(ship)> <http://dbpedia.org/ontology/owner> ?uri } 
What is the purpose of New Zealand Chess Federation ?	New_Zealand_Chess_Federation	purpose	0.9999999999999998	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/New_Zealand_Chess_Federation> <http://dbpedia.org/property/purpose> ?uri } 
Who operates twin Cities 400 ?	Twin_Cities_400	operator	0.5234420115356145	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Twin_Cities_400> <http://dbpedia.org/ontology/operatedBy> ?uri } 
Which are the countires where Pioneer Corporation has flourished?	Pioneer_Corporation	location	0.5198077779100817	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pioneer_Corporation> <http://dbpedia.org/property/country> ?uri } 
What is the currency of Kerguelen Islands ?	Kerguelen_Islands	currency	0.9999999999999993	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kerguelen_Islands> <http://dbpedia.org/ontology/currency> ?uri } 
Who is the leader of Hackweiser ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hackweiser> <http://dbpedia.org/property/leaderName> ?uri } 
What is the relegious affiliations of Katyayana ?	Kātyāyana	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Katyayana_(Buddhist)> <http://dbpedia.org/property/religion> ?uri } 
who all have been a manager of english under twenty one football team?	Association_football	teams	0.8550007105977337	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/managerclubs> <http://dbpedia.org/resource/England_national_under-21_football_team> } 
What is the serving railway line of Warwick railway station, Perth ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Warwick_railway_station,_Perth> <http://dbpedia.org/ontology/servingRailwayLine> ?uri } 
which movies have been published by Cinema International Corporation?	Cinema_International_Corporation	studio	0.28843318761771825	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation> } 
Where was Special 26 recorded ?	Special_26	music	0.46760669411078115	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Special_26> <http://dbpedia.org/property/recorded> ?uri } 
To which nation did David Animle Hanses owe his allegiance?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/David_Animle_Hansen> <http://dbpedia.org/property/allegiance> ?uri } 
Who directed The Haunted House ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Haunted_House_(1929_film)> <http://dbpedia.org/ontology/director> ?uri } 
What is the birth name  of Putri Raemawasti ?	Putri_Raemawasti	name	0.9999999999999993	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Putri_Raemawasti> <http://dbpedia.org/property/birthName> ?uri } 
Who was the United States president who also served as a governor of Indiana Territory?	Indiana	place	0.6418197703568261	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/branch> <http://dbpedia.org/resource/Indiana_Territory> } 
Who designed the language integrated query?	Language_Integrated_Query	designer	0.4866727916818975	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Language_Integrated_Query> <http://dbpedia.org/ontology/designer> ?uri  . }
Name the debut team of Dan Otero ?	Dan_Otero	team	0.9999999999999998	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dan_Otero> <http://dbpedia.org/ontology/debutTeam> ?uri } 
Who founded the Not on our Watch NGO?	Non-governmental_organization	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Not_on_Our_Watch_(organization)> <http://dbpedia.org/ontology/foundedBy> ?uri } 
Which company owns Sony bank ?	Sony	subsidiary	0.6710411074177901	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sony_Bank> <http://dbpedia.org/ontology/owningCompany> ?uri } 
Who is the writer of mark twain Tonight ?	Mark_Twain_Tonight	author	0.7648786416951218	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mark_Twain_Tonight> <http://dbpedia.org/property/writer> ?uri } 
To which political party does Virendra Kataria belongs ?	Virendra_Kataria	party	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Virendra_Kataria> <http://dbpedia.org/property/party> ?uri } 
Who is the narrator of The Price of Beauty ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Price_of_Beauty> <http://dbpedia.org/ontology/narrator> ?uri } 
Who operates Liverpool Playhouse ?	Liverpool_Playhouse	operator	0.5234420115356145	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Liverpool_Playhouse> <http://dbpedia.org/ontology/operatedBy> ?uri } 
To which series does Lost special belong to ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Lost_Special> <http://dbpedia.org/property/series> ?uri } 
Where Everybody knows you is the theme album of which show ?	Concept_album	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Where_Everybody_Knows_Your_Name> <http://dbpedia.org/ontology/album> ?uri } 
Alexander Magleby, a rugby player is alma mater to which university?	Charles_Paul_Alexander	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alexander_Magleby> <http://dbpedia.org/property/university> ?uri } 
List the companies operating in Australia?	Australia	operations	0.6967471413132132	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/regionServed> <http://dbpedia.org/resource/Australia> } 
Who edited  British Gazette ?	British_Gazette	editor	0.41073350006638476	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/British_Gazette> <http://dbpedia.org/property/editor> ?uri } 
What are the notableworks of Russell T Davies?	Russell_T_Davies	name	0.44684798056840896	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russell_T_Davies> <http://dbpedia.org/property/notableworks> ?uri } 
List the director of The Adventures of mimi ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Adventures_of_Mimi_(video)> <http://dbpedia.org/property/director> ?uri } 
To which country does Peter Blay owe his allegiance?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Peter_Blay> <http://dbpedia.org/property/allegiance> ?uri } 
What are the current music bands of Chester Bennington?	Chester_Bennington	producer	0.37961900144009914	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Chester_Bennington> } 
Which driver had the pole position in 1994 Spanish Grand Prix ?	1994_Spanish_Grand_Prix	year	0.4963515494221878	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1994_Spanish_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri } 
Who all are known to play the Gibson Guitar Corporation?	Gibson_Guitar_Corporation	successor	0.3541194572191276	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/notableInstruments> <http://dbpedia.org/resource/Gibson_Guitar_Corporation> } 
Name the partners of Kelly Brook?	Kelly_Brook	partner	0.8414349339051166	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kelly_Brook> <http://dbpedia.org/ontology/partner> ?uri } 
Who is married to Gerard Piqu?			-inf	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/partner> <http://dbpedia.org/resource/Gerard_Piqué>  . }
What are the nicknames given to the characters of The Wolves of the Mercy Falls?	The_American_Wolves	names	0.6168262646946125	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/List_of_The_Wolves_of_Mercy_Falls_characters> <http://dbpedia.org/property/nickname> ?uri } 
what is the headquarters of Juan Dalmau Ramerez?	Juan_Dalmau_Ramírez	organization	0.4824778045080339	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juan_Dalmau_Ramírez> <http://dbpedia.org/property/headquarters> ?uri } 
What is the religious affiliation of Neungin High School?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Neungin_High_School> <http://dbpedia.org/property/religiousAffiliation> ?uri } 
Who is the owner of the South end ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_South_End> <http://dbpedia.org/property/owners> ?uri } 
What is the colour of Xocolatlite ?	Xocolatlite	colour	0.9999999999999997	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Xocolatlite> <http://dbpedia.org/ontology/colour> ?uri } 
What developed EMMS?	EMMS	developer	0.4631309299532858	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/EMMS> <http://dbpedia.org/ontology/developer> ?uri } 
In which time zone is Pong Pha?	Pong	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pong_Pha> <http://dbpedia.org/ontology/timeZone> ?uri } 
What honours did Reigh Count receive?	Reigh_Count	honours	0.9999999999999994	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Reigh_Count> <http://dbpedia.org/ontology/honours> ?uri } 
In which city wasThe Triple Door (The Courage album)  performed live?	City	subject	0.426713266710522	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Live_at_The_Triple_Door_(The_Courage_album)> <http://dbpedia.org/property/recorded> ?uri } 
List the battles fought by  Ali Habib Mahmud ?	Ali_Habib_Mahmud	battle	0.8717095441656081	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ali_Habib_Mahmud> <http://dbpedia.org/property/battles> ?uri } 
Name the local authority of Trinity School, Brentwood ?	Local_government	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Trinity_School,_Brentwood> <http://dbpedia.org/ontology/localAuthority> ?uri } 
Name the president of Wyche Fowler ?	Wyche_Fowler	president	0.9999999999999997	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyche_Fowler> <http://dbpedia.org/ontology/president> ?uri } 
To which educational institute does Cornell University Press belong to?	Cornell_University_Press	publications	0.4926140739987398	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cornell_University_Press> <http://dbpedia.org/ontology/parentCompany> ?uri } 
Philadelphia City Council is the governing body of which city?	City	city	0.6938572503666197	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/governingBody> <http://dbpedia.org/resource/Philadelphia_City_Council> } 
What are the binomial authority of Menetries's warbler?	Binomial_nomenclature	subject	0.4202431214347204	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Menetries's_warbler> <http://dbpedia.org/ontology/binomialAuthority> ?uri } 
Which state does Jerome B. Chaffee belong ?	Jerome	name	0.4661069340619231	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jerome_B._Chaffee> <http://dbpedia.org/property/state> ?uri } 
Name  the Pole driver of 1994 Spanish Grand Prix ?	1994_Spanish_Grand_Prix	name	0.6214198142498423	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1994_Spanish_Grand_Prix> <http://dbpedia.org/property/poleDriver> ?uri } 
What is Naval Support Activity Naples a part of?	Naval_Support_Activity_Naples	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Naval_Support_Activity_Naples> <http://dbpedia.org/ontology/type> ?uri } 
What is the successor of PlayStation 4	PlayStation_4	successor	1.0	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/successor> <http://dbpedia.org/resource/PlayStation_4>  . }
What is the location country of Teperberg 1870 ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Teperberg_1870> <http://dbpedia.org/property/locationCountry> ?uri } 
What type of engines are utilised by Purvis Eureka?	Purvis_Eureka	engine	0.8953840317036422	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Purvis_Eureka> <http://dbpedia.org/property/engine> ?uri } 
Who edited Easy street ?	Easy_Street_Records	subject	0.3145253283988022	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Easy_Street_(film)> <http://dbpedia.org/ontology/editing> ?uri } 
List the territory of Tonkin Campaign ?	Tonkin_Campaign	territory	1.0	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tonkin_Campaign> <http://dbpedia.org/ontology/territory> ?uri } 
For which teams did Ryan Powell play for?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ryan_Powell_(lacrosse)> <http://dbpedia.org/ontology/team> ?uri } 
Name the club of Julie Hastings ?	Julie_Hastings	club	0.9999999999999994	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Julie_Hastings> <http://dbpedia.org/ontology/club> ?uri } 
From where does the river Upper Neretva start flowing?	Upper_Neretva	river	0.9999999999999999	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Upper_Neretva> <http://dbpedia.org/ontology/riverMouth> ?uri } 
By what style was Providence Chapel, Charlwood made?	Charlwood	point	0.6604885830674652	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Providence_Chapel,_Charlwood> <http://dbpedia.org/property/style> ?uri } 
list some companies founded by Jim Harris.			-inf	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/foundedBy> <http://dbpedia.org/resource/Jim_Harris_(entrepreneur)> } 
Where was david Scherman trained ?	David_Scherman	training	0.6609478254850387	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/David_Scherman> <http://dbpedia.org/property/training> ?uri } 
Which nationalist group was responsible for foundation of Young Lords?	Young_Lords	ideology	0.6413614797806179	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Young_Lords> <http://dbpedia.org/property/international> ?uri } 
Count all the stateless people	Statelessness	country	0.5106149718653374	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/citizenship> <http://dbpedia.org/resource/Statelessness>  . }
Josef Bhler belongs to which political party?	Political_party	subject	0.426713266710522	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Josef_Bühler> <http://dbpedia.org/ontology/occupation> ?uri } 
What novels are belong to the genre of Utopian and dystopian fiction?	Utopian_and_dystopian_fiction	genre	0.9999999999999997	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Utopian_and_dystopian_fiction> } 
What is the largest city of Pulau Ubin ?	Pulau_Ubin	country	0.4936648752289961	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pulau_Ubin> <http://dbpedia.org/ontology/largestCity> ?uri } 
How many apes are there?			-inf	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/family> <http://dbpedia.org/resource/Ape>  . }
Name the appointer of William Clark ?	William_Clark	appointer	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/William_Clark> <http://dbpedia.org/property/appointer> ?uri } 
in which movies have momoki kochi acted			-inf	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/starring> <http://dbpedia.org/resource/Momoko_Kōchi> } 
Music of how many things has been given by Akira Ifukube?	Akira_Ifukube	writer	0.3262709565937462	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Akira_Ifukube>  . }
Name the awards won by Elie Wiesel ?	Elie_Wiesel	award	0.9041392320507623	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elie_Wiesel> <http://dbpedia.org/property/awards> ?uri } 
Who are the producers of Marie Sisters?	Marie_Sisters	name	0.44684798056840896	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Marie_Sisters> <http://dbpedia.org/property/producer> ?uri } 
What is the origin of Xynisteri?	Xynisteri	origin	0.9999999999999996	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Xynisteri> <http://dbpedia.org/ontology/origin> ?uri } 
Who are currently playing for Barcelona FC?	FC_Barcelona	after	0.4793136999714732	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/currentclub> <http://dbpedia.org/resource/FC_Barcelona> } 
Who is the owner of Saumarez ?	HMS_Saumarez	subject	0.4114652955766543	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saumarez_(horse)> <http://dbpedia.org/ontology/owner> ?uri } 
Name the alma mater of Ernest de Saisset ?	Ernest_de_Saisset	name	0.6214198142498423	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ernest_de_Saisset> <http://dbpedia.org/ontology/almaMater> ?uri } 
Where does John A Danaher III work?	Danaher_Corporation	name	0.4661069340619231	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_A._Danaher_III> <http://dbpedia.org/property/office> ?uri } 
Where was Live in Detroit, MI recorded ?	Michigan	years	0.5295111814266679	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Live_in_Detroit,_MI> <http://dbpedia.org/ontology/recordedIn> ?uri } 
What are some apes?			-inf	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/family> <http://dbpedia.org/resource/Ape>  . }
Name the municipality of Roberto Clemente Bridge ?	Roberto_Clemente_Bridge	municipality	0.9999999999999999	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Roberto_Clemente_Bridge> <http://dbpedia.org/ontology/municipality> ?uri } 
List all the notable works of  Russell T Davies?	Russell_T_Davies	name	0.44684798056840896	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russell_T_Davies> <http://dbpedia.org/ontology/notableWork> ?uri } 
What is the launch site of Aquarius (rocket) ?			-inf	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Aquarius_(rocket)> <http://dbpedia.org/ontology/launchSite> ?uri } 
Who is the music composer of Kenny Dies ?	Kenny_Dies	writer	0.5363377144997924	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kenny_Dies> <http://dbpedia.org/ontology/musicComposer> ?uri } 
What is the programme format of WWTR ?	WWTR	point	0.5351885353291203	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WWTR> <http://dbpedia.org/ontology/programmeFormat> ?uri } 
list the founders of Bream Bay ?	Bream_Bay	founder	0.7606203162961723	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bream_Bay> <http://dbpedia.org/property/founder> ?uri } 
Where is Denver Broncos located ?	Denver_Broncos	name	0.4548057633438909	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Denver_Broncos> <http://dbpedia.org/ontology/locationCity> ?uri } 
Raymond Johansen is the mayor of what city?	Mayor	mayor	0.5818867121583947	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leaderName> <http://dbpedia.org/resource/Raymond_Johansen>  . }
Which team won the American Football League?	American_Football_League	country	0.4614393112575572	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/American_Football_League> <http://dbpedia.org/property/champion> ?uri } 
Where was James H. Fields buried ?	LeBron_James	name	0.4061430195650339	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/James_H._Fields> <http://dbpedia.org/property/placeofburial> ?uri } 
