query	entity	predicate	sparql_query
In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?	The_Ultimate_Fighter	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate> <http://dbpedia.org/property/city> ?uri } 
Where was Sino-French War fought ?	Sino-French_War	combatant	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sino-French_War> <http://dbpedia.org/ontology/territory> ?uri } 
Who did Daniel Gibson marry?	Daniel_Gibson	gender	2.9879293	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Daniel_Gibson>  . }
Name the team manger of Middlebrough F.C season 2006-07 ?	Manger	depiction	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2006–07_Middlesbrough_F.C._season> <http://dbpedia.org/ontology/manager> ?uri } 
Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?	Marquette_Golden_Eagles	director	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2012–13_Marquette_Golden_Eagles_men's_basketball_team> <http://dbpedia.org/ontology/coach> ?uri } 
List the ingredient of Blodpalt ?	Blodpalt	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Blodpalt> <http://dbpedia.org/ontology/ingredient> ?uri } 
Who composed the music for Tonight's the Night ?	The_Tonight_Show	format	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tonight's_the_Night_(2003_musical)> <http://dbpedia.org/property/music> ?uri } 
Who is the producer of  Frampton's Camel ?	Camel	authority	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Frampton's_Camel> <http://dbpedia.org/property/producer> ?uri } 
Name the directors of Lennon Legend: The Very Best of John Lennon (DVD) ?	Lennon_Legend:_The_Very_Best_of_John_Lennon	award	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lennon_Legend:_The_Very_Best_of_John_Lennon_(DVD)> <http://dbpedia.org/ontology/director> ?uri } 
To which country is Svetlana Navasardyan from?	Svetlana_Navasardyan	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Svetlana_Navasardyan> <http://dbpedia.org/property/origin> ?uri } 
Who is the owner of  Chelsea F.C. ?	Yorkshire_Carnegie	coach	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chelsea_F.C.> <http://dbpedia.org/property/owner> ?uri } 
Which is the university of Vanderbilt Commodores ?	Vanderbilt_Commodores_football	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Vanderbilt_Commodores> <http://dbpedia.org/ontology/university> ?uri } 
What is the municipality of Homestead Grays Bridge ?	Homestead_Grays_Bridge	municipality	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Homestead_Grays_Bridge> <http://dbpedia.org/ontology/municipality> ?uri } 
Who is the narrator of The Incredible Hulk , 1982 TV series ?	The_Super_Dimension_Fortress_Macross	director	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Incredible_Hulk_(1982_TV_series)> <http://dbpedia.org/property/narrated> ?uri } 
What is the content licence of MSX BASIC ?	MSX_BASIC	developer	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/MSX_BASIC> <http://dbpedia.org/property/license> ?uri } 
What is the purpose of New Zealand Chess Federation ?	New_Zealand_Chess_Federation	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/New_Zealand_Chess_Federation> <http://dbpedia.org/property/purpose> ?uri } 
Who operates twin Cities 400 ?	Twin_Cities_400	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Twin_Cities_400> <http://dbpedia.org/ontology/operatedBy> ?uri } 
Which are the countires where Pioneer Corporation has flourished?	Pioneer_Corporation	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pioneer_Corporation> <http://dbpedia.org/property/country> ?uri } 
What is the currency of Kerguelen Islands ?	Kerguelen_Islands	language	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kerguelen_Islands> <http://dbpedia.org/ontology/currency> ?uri } 
What is the relegious affiliations of Katyayana ?	Kātyāyana	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Katyayana_(Buddhist)> <http://dbpedia.org/property/religion> ?uri } 
who all have been a manager of english under twenty one football team?	Association_football	region	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/managerclubs> <http://dbpedia.org/resource/England_national_under-21_football_team> } 
which movies have been published by Cinema International Corporation?	Cinema_International_Corporation	isPrimaryTopicOf	1.9977926	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/distributor> <http://dbpedia.org/resource/Cinema_International_Corporation> } 
Where was Special 26 recorded ?	Special_26	cinematography	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Special_26> <http://dbpedia.org/property/recorded> ?uri } 
What is the birth name  of Putri Raemawasti ?	Putri_Raemawasti	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Putri_Raemawasti> <http://dbpedia.org/property/birthName> ?uri } 
Who was the United States president who also served as a governor of Indiana Territory?	President_of_the_United_States	incumbent	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/branch> <http://dbpedia.org/resource/Indiana_Territory> } 
Who designed the language integrated query?	Language_Integrated_Query	developer	2.9879293	SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Language_Integrated_Query> <http://dbpedia.org/ontology/designer> ?uri  . }
Name the debut team of Dan Otero ?	Dan_Otero	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Dan_Otero> <http://dbpedia.org/ontology/debutTeam> ?uri } 
Who founded the Not on our Watch NGO?	Non-governmental_organization	depiction	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Not_on_Our_Watch_(organization)> <http://dbpedia.org/ontology/foundedBy> ?uri } 
Which company owns Sony bank ?	Sony	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sony_Bank> <http://dbpedia.org/ontology/owningCompany> ?uri } 
Who is the writer of mark twain Tonight ?	Mark_Twain_Tonight	author	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mark_Twain_Tonight> <http://dbpedia.org/property/writer> ?uri } 
To which political party does Virendra Kataria belongs ?	Virendra_Kataria	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Virendra_Kataria> <http://dbpedia.org/property/party> ?uri } 
Who operates Liverpool Playhouse ?	Liverpool_Playhouse	address	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Liverpool_Playhouse> <http://dbpedia.org/ontology/operatedBy> ?uri } 
Where Everybody knows you is the theme album of which show ?	Concept_album	name	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Where_Everybody_Knows_Your_Name> <http://dbpedia.org/ontology/album> ?uri } 
Alexander Magleby, a rugby player is alma mater to which university?	Charles_Paul_Alexander	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alexander_Magleby> <http://dbpedia.org/property/university> ?uri } 
List the companies operating in Australia?	Australia	anthem	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/regionServed> <http://dbpedia.org/resource/Australia> } 
Who edited  British Gazette ?	British_Gazette	editor	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/British_Gazette> <http://dbpedia.org/property/editor> ?uri } 
What are the notableworks of Russell T Davies?	Russell_T_Davies	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russell_T_Davies> <http://dbpedia.org/property/notableworks> ?uri } 
What are the current music bands of Chester Bennington?	Chester_Bennington	gender	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/currentMembers> <http://dbpedia.org/resource/Chester_Bennington> } 
Which driver had the pole position in 1994 Spanish Grand Prix ?	1994_Spanish_Grand_Prix	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1994_Spanish_Grand_Prix> <http://dbpedia.org/ontology/poleDriver> ?uri } 
Who all are known to play the Gibson Guitar Corporation?	Gibson_Guitar_Corporation	product	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/notableInstruments> <http://dbpedia.org/resource/Gibson_Guitar_Corporation> } 
Name the partners of Kelly Brook?	Kelly_Brook	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kelly_Brook> <http://dbpedia.org/ontology/partner> ?uri } 
What are the nicknames given to the characters of The Wolves of the Mercy Falls?	The_American_Wolves	type	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/List_of_The_Wolves_of_Mercy_Falls_characters> <http://dbpedia.org/property/nickname> ?uri } 
what is the headquarters of Juan Dalmau Ramerez?	Juan_Dalmau_Ramírez	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juan_Dalmau_Ramírez> <http://dbpedia.org/property/headquarters> ?uri } 
What is the colour of Xocolatlite ?	Xocolatlite	colour	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Xocolatlite> <http://dbpedia.org/ontology/colour> ?uri } 
What developed EMMS?	EMMS	developer	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/EMMS> <http://dbpedia.org/ontology/developer> ?uri } 
In which time zone is Pong Pha?	Pong	developer	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pong_Pha> <http://dbpedia.org/ontology/timeZone> ?uri } 
What honours did Reigh Count receive?	Reigh_Count	award	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Reigh_Count> <http://dbpedia.org/ontology/honours> ?uri } 
In which city wasThe Triple Door (The Courage album)  performed live?	City	source	1.9977926	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Live_at_The_Triple_Door_(The_Courage_album)> <http://dbpedia.org/property/recorded> ?uri } 
List the battles fought by  Ali Habib Mahmud ?	Ali_Habib_Mahmud	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ali_Habib_Mahmud> <http://dbpedia.org/property/battles> ?uri } 
Name the local authority of Trinity School, Brentwood ?	Local_government	isPrimaryTopicOf	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Trinity_School,_Brentwood> <http://dbpedia.org/ontology/localAuthority> ?uri } 
Name the president of Wyche Fowler ?	Wyche_Fowler	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyche_Fowler> <http://dbpedia.org/ontology/president> ?uri } 
To which educational institute does Cornell University Press belong to?	Cornell_University_Press	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Cornell_University_Press> <http://dbpedia.org/ontology/parentCompany> ?uri } 
Philadelphia City Council is the governing body of which city?	Philadelphia_City_Council	location	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/governingBody> <http://dbpedia.org/resource/Philadelphia_City_Council> } 
What are the binomial authority of Menetries's warbler?	Binomial_nomenclature	depiction	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Menetries's_warbler> <http://dbpedia.org/ontology/binomialAuthority> ?uri } 
Which state does Jerome B. Chaffee belong ?	Jerome	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jerome_B._Chaffee> <http://dbpedia.org/property/state> ?uri } 
Name  the Pole driver of 1994 Spanish Grand Prix ?	1994_Spanish_Grand_Prix	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1994_Spanish_Grand_Prix> <http://dbpedia.org/property/poleDriver> ?uri } 
What is Naval Support Activity Naples a part of?	Naval_Support_Activity_Naples	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Naval_Support_Activity_Naples> <http://dbpedia.org/ontology/type> ?uri } 
What is the successor of PlayStation 4	PlayStation_4	developer	2.9879293	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/successor> <http://dbpedia.org/resource/PlayStation_4>  . }
What type of engines are utilised by Purvis Eureka?	Purvis_Eureka	designer	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Purvis_Eureka> <http://dbpedia.org/property/engine> ?uri } 
Who edited Easy street ?	Easy_Street_Records	homepage	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Easy_Street_(film)> <http://dbpedia.org/ontology/editing> ?uri } 
List the territory of Tonkin Campaign ?	Tonkin_Campaign	combatant	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tonkin_Campaign> <http://dbpedia.org/ontology/territory> ?uri } 
Name the club of Julie Hastings ?	Julie_Hastings	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Julie_Hastings> <http://dbpedia.org/ontology/club> ?uri } 
From where does the river Upper Neretva start flowing?	Upper_Neretva	border	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Upper_Neretva> <http://dbpedia.org/ontology/riverMouth> ?uri } 
By what style was Providence Chapel, Charlwood made?	Charlwood	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Providence_Chapel,_Charlwood> <http://dbpedia.org/property/style> ?uri } 
Where was david Scherman trained ?	David_Scherman	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/David_Scherman> <http://dbpedia.org/property/training> ?uri } 
Which nationalist group was responsible for foundation of Young Lords?	Young_Lords	ideology	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Young_Lords> <http://dbpedia.org/property/international> ?uri } 
Count all the stateless people	Statelessness	region	2.9879293	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/ontology/citizenship> <http://dbpedia.org/resource/Statelessness>  . }
Josef Bhler belongs to which political party?	Political_party	isPrimaryTopicOf	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Josef_Bühler> <http://dbpedia.org/ontology/occupation> ?uri } 
What novels are belong to the genre of Utopian and dystopian fiction?	Utopian_and_dystopian_fiction	isPrimaryTopicOf	1.0118465	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Utopian_and_dystopian_fiction> } 
What is the largest city of Pulau Ubin ?	Pulau_Ubin	archipelago	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pulau_Ubin> <http://dbpedia.org/ontology/largestCity> ?uri } 
Name the appointer of William Clark ?	William_Clark	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/William_Clark> <http://dbpedia.org/property/appointer> ?uri } 
Music of how many things has been given by Akira Ifukube?	Akira_Ifukube	gender	2.9879293	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/music> <http://dbpedia.org/resource/Akira_Ifukube>  . }
Name the awards won by Elie Wiesel ?	Elie_Wiesel	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elie_Wiesel> <http://dbpedia.org/property/awards> ?uri } 
Who are the producers of Marie Sisters?	Marie_Sisters	hometown	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Marie_Sisters> <http://dbpedia.org/property/producer> ?uri } 
Who are currently playing for Barcelona FC?	FC_Barcelona	manager	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/currentclub> <http://dbpedia.org/resource/FC_Barcelona> } 
Who is the owner of Saumarez ?	HMS_Saumarez	isPrimaryTopicOf	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saumarez_(horse)> <http://dbpedia.org/ontology/owner> ?uri } 
Name the alma mater of Ernest de Saisset ?	Ernest_de_Saisset	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ernest_de_Saisset> <http://dbpedia.org/ontology/almaMater> ?uri } 
Where does John A Danaher III work?	Danaher_Corporation	location	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_A._Danaher_III> <http://dbpedia.org/property/office> ?uri } 
Where was Live in Detroit, MI recorded ?	Michigan	homepage	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Live_in_Detroit,_MI> <http://dbpedia.org/ontology/recordedIn> ?uri } 
Name the municipality of Roberto Clemente Bridge ?	Roberto_Clemente_Bridge	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Roberto_Clemente_Bridge> <http://dbpedia.org/ontology/municipality> ?uri } 
List all the notable works of  Russell T Davies?	Russell_T_Davies	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Russell_T_Davies> <http://dbpedia.org/ontology/notableWork> ?uri } 
Who is the music composer of Kenny Dies ?	Kenny_Dies	writer	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kenny_Dies> <http://dbpedia.org/ontology/musicComposer> ?uri } 
What is the programme format of WWTR ?	WWTR	owner	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WWTR> <http://dbpedia.org/ontology/programmeFormat> ?uri } 
list the founders of Bream Bay ?	Bream_Bay	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bream_Bay> <http://dbpedia.org/property/founder> ?uri } 
Where is Denver Broncos located ?	Denver_Broncos	name	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Denver_Broncos> <http://dbpedia.org/ontology/locationCity> ?uri } 
Raymond Johansen is the mayor of what city?	Nils-Olav_Johansen	gender	2.9879293	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/leaderName> <http://dbpedia.org/resource/Raymond_Johansen>  . }
Which team won the American Football League?	American_Football_League	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/American_Football_League> <http://dbpedia.org/property/champion> ?uri } 
Where was James H. Fields buried ?	LeBron_James	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/James_H._Fields> <http://dbpedia.org/property/placeofburial> ?uri } 
What is Jon Speelman famous for?	Jon_Speelman	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jon_Speelman> <http://dbpedia.org/ontology/field> ?uri } 
Where did the 2015 MLS All-Star Game take place?	2015_MLS_All-Star_Game	location	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2015_MLS_All-Star_Game> <http://dbpedia.org/property/city> ?uri } 
What is the name of the homeground of football team Panionios G.S.S.?	Association_football	region	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/2013–14_Panionios_G.S.S._season> <http://dbpedia.org/ontology/ground> ?uri } 
How many people used to play in the youthclub of FC Barcelona?	FC_Barcelona	chairman	2.9879293	SELECT DISTINCT COUNT(?uri) WHERE {?uri <http://dbpedia.org/property/youthclubs> <http://dbpedia.org/resource/FC_Barcelona>  . }
Who is the chancellor of Falmouth University ?	Falmouth_University	affiliation	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Falmouth_University> <http://dbpedia.org/property/chancellor> ?uri } 
what kind of things play on WBIG FM?	WWBG	language	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WBIG-FM> <http://dbpedia.org/ontology/programmeFormat> ?uri } 
What is the citizenship of Saima Chowdhury?	Saima_Chowdhury	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saima_Chowdhury> <http://dbpedia.org/ontology/citizenship> ?uri } 
What are the musical performances whose label is Celluloid Records?	Celluloid_Records	isPrimaryTopicOf	1.0118465	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/label> <http://dbpedia.org/resource/Celluloid_Records>  . }
Where was Al-Muzaffar Umar buried ?	Al-Muzaffar_Umar	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Al-Muzaffar_Umar> <http://dbpedia.org/property/placeOfBurial> ?uri } 
List the guests of On Broadway ?	Broadway_theatre	depiction	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/On_Broadway_(Smash)> <http://dbpedia.org/property/guests> ?uri } 
What is the official name of Colorado wine ?	Colorado	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Colorado_wine> <http://dbpedia.org/property/officialName> ?uri } 
who developed google videos?	Google_Videos	language	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Google_Videos> <http://dbpedia.org/property/developer> ?uri } 
What royalties's sepulchre is Mausoleum of Augustus?	Augustus	gender	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/placeOfBurial> <http://dbpedia.org/resource/Mausoleum_of_Augustus> } 
What is the automobile platform of Chiva bus ?	Chiva_bus	designer	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chiva_bus> <http://dbpedia.org/ontology/automobilePlatform> ?uri } 
Who are the animator of The Skeleton Dance?	The_Skeleton_Dance	animator	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Skeleton_Dance> <http://dbpedia.org/ontology/animator> ?uri } 
Name the parent company of  Ford Air Transport Service ?	Ford_Air_Transport_Service	destinations	2.00199	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Air_Transport_Service> <http://dbpedia.org/ontology/parentCompany> ?uri } 
To whom was Tessa Dahl born to?	Tessa_Dahl	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Tessa_Dahl> <http://dbpedia.org/ontology/parent> ?uri } 
What is the government type of Ancient Rome ?	Ancient_Rome	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ancient_Rome> <http://dbpedia.org/ontology/governmentType> ?uri } 
List the  outflow of Lake Uniamsi?	Tropical_cyclone	depiction	1.0118465	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lake_Uniamési> <http://dbpedia.org/ontology/outflow> ?uri } 
Name the incumbent of Linda Jenness ?	Linda_Jenness	gender	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Linda_Jenness> <http://dbpedia.org/ontology/incumbent> ?uri } 
Where is the headquarters of Sigma TV	Sigma_TV	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sigma_TV> <http://dbpedia.org/property/headquarters> ?uri } 
Who was the First Driver of 1999 San Marino Grand Prix ?	1999_San_Marino_Grand_Prix	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/1999_San_Marino_Grand_Prix> <http://dbpedia.org/property/firstDriver> ?uri } 
Give me someone on the board of trinity house?	Trinity_House	point	1.9977926	SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/board> <http://dbpedia.org/resource/Trinity_House>  . }
What are the track and field events of Jamiatu Muslim Mindanao?	Jamiatu_Muslim_Mindanao	country	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jamiatu_Muslim_Mindanao> <http://dbpedia.org/property/athletics> ?uri } 
What cities are near to Nihoa which is also known as Bird Island ?	Nihoa	archipelago	2.9879293	 SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nihoa> <http://dbpedia.org/property/nearestCity> ?uri } 
God Defend New Zealand is the national anthem of which country?	God_Defend_New_Zealand	author	2.9879293	 SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/property/nationalAnthem> <http://dbpedia.org/resource/God_Defend_New_Zealand> } 
